Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Product group,Support Level,Country,Type
Resolved,1674,Medium,Email,Feature request,1st line support,Sheela Cutten,24-03-2023 06:37,26-03-2023 06:37,24-03-2023 07:37,34:25.2,Within SLA,10:41.6,Within SLA,,Ready to use Software,Tier 1,Poland,Change
Closed,1675,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,25-03-2023 16:02,27-03-2023 16:02,25-03-2023 17:02,54:19.4,Within SLA,01:07.0,Within SLA,22:17.1,Training and Consulting Services,Tier 1,Italy,Request
In progress,1676,Low,Email,Product setup,1st line support,Bernard Beckley,25-03-2023 17:27,27-03-2023 17:27,25-03-2023 18:27,02:38.8,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Czech Republic,Request
Closed,1677,Low,Email,Product setup,1st line support,Bernard Beckley,25-03-2023 02:51,27-03-2023 02:51,25-03-2023 03:51,46:34.0,Within SLA,21:48.7,Within SLA,42:48.7,Ready to use Software,Tier 1,United Kingdom,Request
Closed,1690,Low,Chat,Bug report,2nd line support,Adolpho Messingham,26-03-2023 13:36,27-03-2023 13:36,26-03-2023 13:38,37:54.8,Within SLA,29:17.5,Within SLA,50:54.2,Custom software development,Tier 2,Italy,Incident
Resolved,1691,Low,Phone,Other,1st line support,Connor Danielovitch,26-03-2023 01:47,28-03-2023 01:47,26-03-2023 01:49,48:08.2,Within SLA,51:29.7,SLA Violated,,Ready to use Software,Tier 1,Austria,Request
In progress,1692,Low,Email,Pricing and licensing,1st line support,Nicola Wane,27-03-2023 16:55,29-03-2023 16:55,27-03-2023 17:55,24:29.6,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Germany,Request
Closed,1693,Medium,Chat,Bug report,1st line support,Bernard Beckley,27-03-2023 09:48,28-03-2023 09:48,27-03-2023 09:50,48:45.4,Within SLA,13:42.2,SLA Violated,55:36.1,Ready to use Software,Tier 1,Bulgaria,Incident
In progress,1694,High,Email,Feature request,1st line support,Sheela Cutten,27-03-2023 19:39,29-03-2023 19:39,27-03-2023 20:39,00:33.7,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Change
Resolved,1695,Low,Chat,Product setup,1st line support,Nicola Wane,27-03-2023 08:57,28-03-2023 08:57,27-03-2023 08:59,57:46.5,Within SLA,34:19.0,Within SLA,,Custom software development,Tier 1,Republic of Ireland,Request
In progress,1696,Low,Phone,Other,1st line support,Sheela Cutten,27-03-2023 14:12,29-03-2023 14:12,27-03-2023 14:14,12:36.9,Within SLA,,SLA Violated,,Other,Tier 1,Austria,Request
In progress,1697,Low,Phone,Product setup,1st line support,Sheela Cutten,28-03-2023 00:41,30-03-2023 00:41,28-03-2023 00:43,44:02.9,SLA Violated,,SLA Violated,,Other,Tier 1,Poland,Request
Resolved,1698,Low,Chat,Feature request,1st line support,Nicola Wane,28-03-2023 05:44,29-03-2023 05:44,28-03-2023 05:46,44:53.0,Within SLA,29:53.4,Within SLA,,Other,Tier 1,Italy,Change
Closed,1699,Medium,Email,Product setup,1st line support,Connor Danielovitch,28-03-2023 15:16,30-03-2023 15:16,28-03-2023 16:16,40:03.0,Within SLA,34:11.1,Within SLA,47:19.6,Training and Consulting Services,Tier 1,Slovenia,Request
Closed,1700,High,Phone,Product setup,1st line support,Sheela Cutten,28-03-2023 16:37,30-03-2023 16:37,28-03-2023 16:39,38:27.5,Within SLA,53:56.5,Within SLA,59:17.0,Ready to use Software,Tier 1,Czech Republic,Request
In progress,1701,Low,Chat,Feature request,2nd line support,Adolpho Messingham,28-03-2023 20:46,29-03-2023 20:46,28-03-2023 20:48,48:51.7,SLA Violated,,SLA Violated,,Other,Tier 2,Italy,Change
Resolved,1702,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,28-03-2023 08:09,30-03-2023 08:09,28-03-2023 09:09,31:54.1,SLA Violated,29:47.5,Within SLA,,Ready to use Software,Tier 1,Greece,Request
Closed,1703,High,Phone,Feature request,1st line support,Kristos Westoll,29-03-2023 11:10,31-03-2023 11:10,29-03-2023 11:12,11:45.0,Within SLA,09:58.6,Within SLA,55:43.9,Ready to use Software,Tier 1,Italy,Change
Resolved,1704,Medium,Email,Product setup,2nd line support,Michele Whyatt,29-03-2023 01:29,31-03-2023 01:29,29-03-2023 02:29,07:19.0,Within SLA,30:05.4,Within SLA,,Training and Consulting Services,Tier 2,Poland,Request
Closed,1705,Medium,Email,Pricing and licensing,2nd line support,Heather Urry,29-03-2023 03:32,31-03-2023 03:32,29-03-2023 04:32,49:01.3,Within SLA,02:11.8,Within SLA,48:13.8,Training and Consulting Services,Tier 2,Italy,Request
In progress,1706,Low,Email,Product setup,1st line support,Sheela Cutten,29-03-2023 17:06,31-03-2023 17:06,29-03-2023 18:06,49:23.2,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Bulgaria,Request
Resolved,1707,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,29-03-2023 08:39,30-03-2023 08:39,29-03-2023 08:41,40:17.4,Within SLA,17:28.9,Within SLA,,Custom software development,Tier 1,France,Request
Closed,1708,Low,Chat,Other,1st line support,Bernard Beckley,29-03-2023 04:00,30-03-2023 04:00,29-03-2023 04:02,00:06.2,Within SLA,29:25.7,Within SLA,05:12.5,Custom software development,Tier 1,Czech Republic,Request
In progress,1709,Low,Chat,Training request,2nd line support,Michele Whyatt,29-03-2023 20:14,30-03-2023 20:14,29-03-2023 20:16,16:25.2,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 2,United Kingdom,Request
Closed,1710,Low,Email,Product setup,2nd line support,Heather Urry,30-03-2023 18:00,01-04-2023 18:00,30-03-2023 19:00,01:44.5,Within SLA,04:42.5,Within SLA,57:24.2,Ready to use Software,Tier 2,Poland,Request
Closed,1711,High,Email,Product setup,2nd line support,Adolpho Messingham,30-03-2023 15:51,01-04-2023 15:51,30-03-2023 16:51,42:28.6,Within SLA,03:40.3,Within SLA,33:53.1,Ready to use Software,Tier 2,Spain,Request
Closed,1712,Low,Email,Feature request,2nd line support,Heather Urry,30-03-2023 13:19,01-04-2023 13:19,30-03-2023 14:19,00:43.2,Within SLA,26:03.5,Within SLA,54:11.2,Ready to use Software,Tier 2,Italy,Change
Closed,1713,High,Email,Feature request,2nd line support,Adolpho Messingham,30-03-2023 11:29,01-04-2023 11:29,30-03-2023 12:29,45:25.7,Within SLA,25:10.1,Within SLA,01:00.4,Ready to use Software,Tier 2,Spain,Change
Closed,1714,High,Email,Bug report,2nd line support,Heather Urry,30-03-2023 17:10,01-04-2023 17:10,30-03-2023 18:10,11:07.8,Within SLA,27:16.6,Within SLA,53:18.2,Ready to use Software,Tier 2,Republic of Ireland,Incident
Closed,1715,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,30-03-2023 22:34,01-04-2023 22:34,30-03-2023 23:34,58:41.9,Within SLA,01:01.4,SLA Violated,55:35.1,Custom software development,Tier 1,Germany,Request
Closed,1717,Medium,Chat,Other,1st line support,Bernard Beckley,30-03-2023 04:23,31-03-2023 04:23,30-03-2023 04:25,27:13.7,SLA Violated,13:03.4,Within SLA,37:48.6,Custom software development,Tier 1,Greece,Request
Resolved,1718,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,30-03-2023 22:31,31-03-2023 22:31,30-03-2023 22:33,32:50.5,Within SLA,51:54.5,Within SLA,,Ready to use Software,Tier 1,Slovenia,Request
In progress,1719,Low,Chat,Product setup,1st line support,Nicola Wane,30-03-2023 07:13,31-03-2023 07:13,30-03-2023 07:15,13:38.2,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Slovenia,Request
Resolved,1720,Low,Email,Bug report,1st line support,Nicola Wane,30-03-2023 12:29,01-04-2023 12:29,30-03-2023 13:29,15:57.9,Within SLA,35:36.5,Within SLA,,Ready to use Software,Tier 1,Italy,Incident
Closed,1721,Low,Email,Product setup,1st line support,Sheela Cutten,30-03-2023 15:37,01-04-2023 15:37,30-03-2023 16:37,38:53.6,Within SLA,45:41.1,Within SLA,32:25.2,Ready to use Software,Tier 1,Slovenia,Request
Resolved,1722,Low,Chat,Feature request,1st line support,Connor Danielovitch,30-03-2023 20:59,31-03-2023 20:59,30-03-2023 21:01,59:37.7,Within SLA,19:55.2,Within SLA,,Custom software development,Tier 1,France,Change
Closed,1723,Low,Email,Bug report,1st line support,Connor Danielovitch,31-03-2023 04:57,02-04-2023 04:57,31-03-2023 05:57,58:36.6,Within SLA,37:55.3,Within SLA,58:40.3,Ready to use Software,Tier 1,Germany,Incident
Closed,1725,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,31-03-2023 03:10,02-04-2023 03:10,31-03-2023 04:10,53:24.6,Within SLA,45:08.7,SLA Violated,21:19.1,Custom software development,Tier 1,Greece,Request
Closed,1726,High,Chat,Feature request,1st line support,Kristos Westoll,31-03-2023 11:40,01-04-2023 11:40,31-03-2023 11:42,41:31.5,Within SLA,33:54.5,Within SLA,53:32.1,Ready to use Software,Tier 1,Italy,Change
Resolved,1727,Low,Chat,Feature request,1st line support,Connor Danielovitch,31-03-2023 08:54,01-04-2023 08:54,31-03-2023 08:56,56:24.2,Within SLA,59:42.8,Within SLA,,Ready to use Software,Tier 1,Greece,Change
Resolved,1728,High,Email,Feature request,2nd line support,Adolpho Messingham,31-03-2023 17:02,02-04-2023 17:02,31-03-2023 18:02,30:19.5,Within SLA,44:39.3,Within SLA,,Ready to use Software,Tier 2,Poland,Change
In progress,1729,High,Email,Product setup,1st line support,Nicola Wane,31-03-2023 22:38,02-04-2023 22:38,31-03-2023 23:38,59:12.1,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Bulgaria,Request
In progress,1730,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,01-04-2023 04:42,02-04-2023 04:42,01-04-2023 04:44,44:37.6,Within SLA,,SLA Violated,,Custom software development,Tier 2,Poland,Request
Resolved,1731,Low,Email,Feature request,1st line support,Sheela Cutten,01-04-2023 19:34,03-04-2023 19:34,01-04-2023 20:34,12:35.4,Within SLA,12:34.4,Within SLA,,Other,Tier 1,Germany,Change
In progress,1732,Low,Email,Training request,1st line support,Nicola Wane,01-04-2023 19:44,03-04-2023 19:44,01-04-2023 20:44,46:44.2,SLA Violated,,SLA Violated,,Training and Consulting Services,Tier 1,Greece,Request
Closed,1733,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,01-04-2023 19:19,03-04-2023 19:19,01-04-2023 20:19,07:01.3,Within SLA,38:27.9,Within SLA,00:48.2,Other,Tier 1,Slovenia,Request
Closed,1748,Low,Chat,Feature request,2nd line support,Adolpho Messingham,02-04-2023 15:10,03-04-2023 15:10,02-04-2023 15:12,15:53.6,SLA Violated,34:21.8,SLA Violated,40:32.4,Custom software development,Tier 2,Czech Republic,Change
In progress,1749,Medium,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,02-04-2023 04:44,04-04-2023 04:44,02-04-2023 04:46,45:00.2,Within SLA,,SLA Violated,,Other,Tier 1,Germany,Request
Resolved,1750,Low,Phone,Pricing and licensing,1st line support,Sheela Cutten,02-04-2023 16:03,04-04-2023 16:03,02-04-2023 16:05,03:59.0,Within SLA,28:20.1,SLA Violated,,Custom software development,Tier 1,Italy,Request
Resolved,1751,High,Email,Product setup,2nd line support,Adolpho Messingham,02-04-2023 15:53,04-04-2023 15:53,02-04-2023 16:53,17:30.4,Within SLA,13:24.0,Within SLA,,Other,Tier 2,Poland,Request
Closed,1752,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,02-04-2023 23:30,03-04-2023 23:30,02-04-2023 23:32,35:25.3,SLA Violated,34:51.3,Within SLA,18:58.2,Custom software development,Tier 1,Germany,Request
Closed,1753,Low,Email,Pricing and licensing,2nd line support,Heather Urry,03-04-2023 05:55,05-04-2023 05:55,03-04-2023 06:55,06:33.9,Within SLA,03:04.9,Within SLA,16:42.5,Ready to use Software,Tier 2,Austria,Request
Closed,1754,Medium,Chat,Bug report,1st line support,Connor Danielovitch,03-04-2023 00:18,04-04-2023 00:18,03-04-2023 00:20,19:47.8,Within SLA,32:50.4,Within SLA,39:23.8,Ready to use Software,Tier 1,Spain,Incident
Closed,1755,High,Email,Product setup,1st line support,Sheela Cutten,03-04-2023 04:51,05-04-2023 04:51,03-04-2023 05:51,44:07.6,Within SLA,05:12.0,Within SLA,02:06.7,Ready to use Software,Tier 1,Poland,Request
Resolved,1756,Low,Email,Product setup,1st line support,Bernard Beckley,03-04-2023 05:19,05-04-2023 05:19,03-04-2023 06:19,47:52.8,Within SLA,47:28.3,Within SLA,,Other,Tier 1,Germany,Request
In progress,1757,High,Chat,Product setup,1st line support,Kristos Westoll,03-04-2023 07:05,04-04-2023 07:05,03-04-2023 07:07,05:26.0,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Austria,Request
Closed,1759,Low,Chat,Feature request,1st line support,Bernard Beckley,03-04-2023 17:17,04-04-2023 17:17,03-04-2023 17:19,18:17.9,Within SLA,06:49.5,Within SLA,50:03.1,Custom software development,Tier 1,Austria,Change
Closed,1761,Low,Email,Other,1st line support,Sheela Cutten,04-04-2023 13:34,06-04-2023 13:34,04-04-2023 14:34,15:59.9,SLA Violated,47:10.7,Within SLA,45:39.9,Custom software development,Tier 1,Austria,Request
Closed,1762,Low,Chat,Product setup,1st line support,Kristos Westoll,04-04-2023 22:42,05-04-2023 22:42,04-04-2023 22:44,44:33.3,Within SLA,31:45.5,SLA Violated,42:09.4,Ready to use Software,Tier 1,France,Request
Resolved,1763,Low,Chat,Bug report,1st line support,Kristos Westoll,04-04-2023 12:31,05-04-2023 12:31,04-04-2023 12:33,36:46.2,SLA Violated,55:34.2,Within SLA,,Ready to use Software,Tier 1,Poland,Incident
Closed,1764,Low,Chat,Bug report,1st line support,Bernard Beckley,04-04-2023 08:56,05-04-2023 08:56,04-04-2023 08:58,57:43.3,Within SLA,34:43.8,Within SLA,23:00.3,Training and Consulting Services,Tier 1,Austria,Incident
Resolved,1765,Low,Chat,Pricing and licensing,2nd line support,Heather Urry,04-04-2023 11:05,05-04-2023 11:05,04-04-2023 11:07,05:38.3,Within SLA,55:44.0,Within SLA,,Ready to use Software,Tier 2,United Kingdom,Request
Closed,1766,Low,Email,Other,2nd line support,Michele Whyatt,05-04-2023 02:02,07-04-2023 02:02,05-04-2023 03:02,51:18.1,Within SLA,47:58.5,Within SLA,37:15.8,Other,Tier 2,United Kingdom,Request
Closed,1767,High,Chat,Product setup,1st line support,Connor Danielovitch,05-04-2023 10:03,06-04-2023 10:03,05-04-2023 10:05,04:28.2,Within SLA,19:05.4,SLA Violated,31:44.1,Ready to use Software,Tier 1,Poland,Request
In progress,1768,Low,Chat,Product setup,1st line support,Nicola Wane,05-04-2023 21:15,06-04-2023 21:15,05-04-2023 21:17,16:40.8,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,Bulgaria,Request
In progress,1769,Low,Email,Feature request,2nd line support,Heather Urry,05-04-2023 11:07,07-04-2023 11:07,05-04-2023 12:07,37:02.7,Within SLA,,SLA Violated,,Custom software development,Tier 2,Germany,Change
Open,1770,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,05-04-2023 16:27,07-04-2023 16:27,05-04-2023 17:27,,SLA Violated,,SLA Violated,,Ready to use Software,Tier 1,Germany,Request
Closed,1771,High,Chat,Product setup,1st line support,Connor Danielovitch,05-04-2023 07:14,06-04-2023 07:14,05-04-2023 07:16,15:05.0,Within SLA,39:11.4,Within SLA,50:46.2,Ready to use Software,Tier 1,Poland,Request
Closed,1772,Medium,Chat,Feature request,1st line support,Nicola Wane,06-04-2023 03:30,07-04-2023 03:30,06-04-2023 03:32,32:38.3,Within SLA,31:02.6,Within SLA,27:42.0,Ready to use Software,Tier 1,Germany,Change
Resolved,1773,High,Email,Pricing and Licensing,1st line support,Sheela Cutten,06-04-2023 17:18,08-04-2023 17:18,06-04-2023 18:18,45:14.5,Within SLA,13:28.1,Within SLA,,Custom software development,Tier 1,Italy,Request
Closed,1774,Medium,Email,Bug report,2nd line support,Heather Urry,06-04-2023 02:59,08-04-2023 02:59,06-04-2023 03:59,39:49.4,Within SLA,15:49.0,Within SLA,43:23.0,Custom software development,Tier 2,Slovenia,Incident
Closed,1775,Medium,Email,Product setup,1st line support,Connor Danielovitch,06-04-2023 18:15,08-04-2023 18:15,06-04-2023 19:15,00:39.8,Within SLA,58:44.6,Within SLA,33:56.3,Ready to use Software,Tier 1,Republic of Ireland,Request
Closed,1777,Medium,Email,Product setup,1st line support,Sheela Cutten,06-04-2023 04:54,08-04-2023 04:54,06-04-2023 05:54,44:36.8,Within SLA,47:23.2,Within SLA,41:34.7,Other,Tier 1,Italy,Request
In progress,1778,Medium,Email,Training request,2nd line support,Heather Urry,06-04-2023 18:43,08-04-2023 18:43,06-04-2023 19:43,34:18.7,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 2,France,Request
Closed,1779,Medium,Email,Product setup,1st line support,Connor Danielovitch,07-04-2023 02:13,09-04-2023 02:13,07-04-2023 03:13,01:51.8,Within SLA,42:13.2,Within SLA,53:40.7,Ready to use Software,Tier 1,Bulgaria,Request
Resolved,1780,Low,Chat,Product setup,2nd line support,Adolpho Messingham,07-04-2023 22:19,08-04-2023 22:19,07-04-2023 22:21,24:33.8,SLA Violated,25:33.6,SLA Violated,,Ready to use Software,Tier 2,Germany,Request
In progress,1782,Low,Email,Pricing and licensing,1st line support,Nicola Wane,07-04-2023 18:21,09-04-2023 18:21,07-04-2023 19:21,39:32.5,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Germany,Request
Closed,1783,Medium,Email,Feature request,2nd line support,Heather Urry,07-04-2023 05:02,09-04-2023 05:02,07-04-2023 06:02,18:28.2,Within SLA,08:59.6,Within SLA,00:07.2,Ready to use Software,Tier 2,Slovenia,Change
Closed,1784,Medium,Email,Product setup,1st line support,Kristos Westoll,07-04-2023 07:46,09-04-2023 07:46,07-04-2023 08:46,03:59.0,Within SLA,08:43.3,Within SLA,41:53.0,Ready to use Software,Tier 1,Italy,Request
In progress,1801,High,Phone,Feature request,1st line support,Connor Danielovitch,09-04-2023 11:16,11-04-2023 11:16,09-04-2023 11:18,17:29.5,Within SLA,,SLA Violated,,Custom software development,Tier 1,Poland,Change
In progress,1802,Low,Chat,Pricing and Licensing,1st line support,Nicola Wane,09-04-2023 18:24,10-04-2023 18:24,09-04-2023 18:26,24:07.4,Within SLA,,SLA Violated,,Custom software development,Tier 1,Greece,Request
Closed,1803,Low,Email,Other,1st line support,Connor Danielovitch,09-04-2023 01:54,11-04-2023 01:54,09-04-2023 02:54,31:16.1,Within SLA,57:35.7,Within SLA,28:36.3,Custom software development,Tier 1,Spain,Request
In progress,1804,Medium,Chat,Product setup,2nd line support,Michele Whyatt,09-04-2023 17:35,10-04-2023 17:35,09-04-2023 17:37,36:50.9,Within SLA,,SLA Violated,,Ready to use Software,Tier 2,Bulgaria,Request
Resolved,1805,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,09-04-2023 16:50,11-04-2023 16:50,09-04-2023 17:50,34:55.6,Within SLA,09:15.0,Within SLA,,Ready to use Software,Tier 1,Austria,Request
Closed,1806,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,09-04-2023 01:08,11-04-2023 01:08,09-04-2023 02:08,45:29.3,SLA Violated,28:57.8,Within SLA,14:08.2,Custom software development,Tier 1,France,Request
In progress,1807,Medium,Email,Product setup,1st line support,Nicola Wane,10-04-2023 16:07,12-04-2023 16:07,10-04-2023 17:07,39:13.7,Within SLA,,SLA Violated,,Other,Tier 1,France,Request
Resolved,1808,Low,Chat,Feature request,1st line support,Kristos Westoll,10-04-2023 22:37,11-04-2023 22:37,10-04-2023 22:39,37:48.1,Within SLA,57:15.9,Within SLA,,Ready to use Software,Tier 1,Italy,Change
Closed,1809,High,Chat,Feature request,1st line support,Nicola Wane,10-04-2023 12:36,11-04-2023 12:36,10-04-2023 12:38,38:22.6,Within SLA,50:51.9,Within SLA,16:29.2,Ready to use Software,Tier 1,United Kingdom,Change
Closed,1810,Medium,Chat,Product setup,1st line support,Sheela Cutten,10-04-2023 12:46,11-04-2023 12:46,10-04-2023 12:48,50:10.9,SLA Violated,11:43.7,Within SLA,06:51.2,Training and Consulting Services,Tier 1,Bulgaria,Request
Closed,1811,Medium,Email,Pricing and Licensing,1st line support,Kristos Westoll,10-04-2023 16:21,12-04-2023 16:21,10-04-2023 17:21,40:07.2,Within SLA,12:03.0,Within SLA,26:21.6,Custom software development,Tier 1,Italy,Request
In progress,1812,High,Phone,Product setup,1st line support,Kristos Westoll,10-04-2023 19:44,12-04-2023 19:44,10-04-2023 19:46,44:18.7,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Request
In progress,1813,High,Chat,Purchasing and invoicing,2nd line support,Heather Urry,10-04-2023 22:39,11-04-2023 22:39,10-04-2023 22:41,41:25.9,Within SLA,,SLA Violated,,Ready to use Software,Tier 2,Greece,Request
